pmid,title,abstract,category,tags,technology,biological_topic,confidence,has_new_data,has_code
38561380,Deciphering the spatial landscape and plasticity of immunosuppressive fibroblasts in breast cancer.,"Although heterogeneity of FAP+ Cancer-Associated Fibroblasts (CAF) has been described in breast cancer, their plasticity and spatial distribution remain poorly understood. Here, we analyze trajectory inference, deconvolute spatial transcriptomics at single-cell level and perform functional assays to generate a high-resolution integrated map of breast cancer (BC), with a focus on inflammatory and myofibroblastic (iCAF/myCAF) FAP+ CAF clusters. We identify 10 spatially-organized FAP+ CAF-related c",Research,Spatial Trajectory Inference; Cell-Type Deconvolution; Niche & Microenvironment; Cell-Cell Communication,,Cancer,medium,False,False
41279088,Dynamics of local B cell migration during affinity maturation in the human tonsil.,"Affinity maturation enhances B cell binding within germinal centers, where spatial structure preserves sequence diversity by restricting cell movement. While recent studies show that some B cell lineages span multiple germinal centers, the sources, rates and consequences of this spreading process remain unknown. Here, we show that the spatial arrangement of B cells in the human tonsil is driven by local migration during affinity maturation. Through an evolutionary re-analysis of spatial transcri",Research,,,Immunology,medium,False,False
37555396,CD8<sup>+</sup> tissue-resident memory T cells induce oral lichen planus erosion via cytokine network.,"CD8<sup>+</sup> tissue-resident memory T (CD8<sup>+</sup> Trm) cells play key roles in many immune-inflammation-related diseases. However, their characteristics in the pathological process of oral lichen planus (OLP) remains unclear. Therefore, we investigated the function of CD8<sup>+</sup> Trm cells in the process of OLP. By using single-cell RNA sequencing profiling and spatial transcriptomics, we revealed that CD8<sup>+</sup> Trm cells were predominantly located in the lamina propria adjacen",Research,Cell-Type Deconvolution; Niche & Microenvironment; Cell-Cell Communication,,Immunology,medium,True,False
41168438,A novel spatial framework to validate arsenic exposure gene expression profiling in bladder cancer using multiplex FISH and AI-powered digital pathology.,"Bladder cancer exhibits marked spatial heterogeneity in gene expression and immune infiltration. In this exploratory pilot study, we integrate multiplex fluorescence in situ hybridization (mFISH) with AI-assisted digital pathology to characterize the spatial distribution of a previously validated three-gene arsenic-responsive risk model (NKIRAS2, AKTIP, HLA-DQA1). Initially identified in arsenic-exposed individuals and associated with bladder cancer risk, this gene panel achieved 94% training an",Research,Image-Based Analysis; Niche & Microenvironment,,Cancer,medium,True,False
41668173,"Capillary-Associated Microglia in Neurovascular Coupling: Localization, Mechanisms, and Disease Implications.","Capillary-Associated Microglia (CAMs) are increasingly recognized as integral components of the neurovascular unit (NVU) that interface with intracerebral capillaries and are implicated in microcirculatory regulation, neurovascular coupling (NVC), and blood–brain barrier (BBB) maintenance. Rather than a rigid lineage-defined subset, CAMs are often best conceptualized as an anatomically anchored and context-responsive microglial state in which somata and/or primary processes closely appose the ca",Review,,,Neuroscience,high,False,False
41548005,Association of copy number alterations with the immune transcriptomic landscape in cancer.,"Tumors with high copy number alteration (CNA) burden often respond poorly to immune checkpoint inhibitor therapy. However, how CNAs affect the anti-cancer immune response remains unclear. To address this, we set out to capture the transcriptional effects of CNAs and define a comprehensive landscape of immune-related transcriptional patterns. Hereto, we applied consensus independent component analysis to 294,159 bulk transcriptomic profiles. We demonstrated the predictive power of these patterns ",Research,,,Cancer,medium,False,False
41905515,Cellular and molecular landscape of early hidradenitis suppurativa lesions reveals early immune microenvironment.,"Hidradenitis suppurativa (HS) is a chronic, inflammatory skin disease primarily affecting apocrine gland-bearing areas. Although T helper (Th) 17-mediated inflammation is well-described in advanced HS (Hurley II-III), the immune mechanisms driving early disease remain unclear. To characterize the cellular and molecular environment of early HS lesions and identify potential early drivers of disease, full-thickness skin biopsies from papular inflammatory HS lesions in patients with Hurley stages I",Research,Spatial Domain Identification; Niche & Microenvironment; Image-Based Analysis,,Dermatology,medium,True,False
41800692,Nanozyme Catalysis Restores Hair Follicle Integrity by Reversing Peroxisomal Collapse.,"Emerging evidence implicates organelle dysfunction, particularly within peroxisomes, as a critical driver of hair follicle degeneration and alopecia. While mitochondrial defects are well characterized in the context of hair loss, the contribution of peroxisomal failure to follicular homeostasis remains largely unexplored. Here, we identify peroxisomal dysfunction as a central molecular and metabolic defect underlying hair follicle aging and loss. Comprehensive transcriptomic analysis of human de",Research,,,Dermatology,medium,True,False
41758046,Crosstalk between SPP1+ macrophages and ITGA5+ fibroblasts promotes hepatocellular carcinoma metastasis.,"Hepatocellular carcinoma (HCC) develops from chronic inflammatory conditions to malignancy, with the immune microenvironment playing a significant role in this progression. However, the changes in the dynamic immune microenvironment during the transition from hepatitis to HCC remain poorly understood. Systematic analysis of stage-specific immune microenvironment alterations is essential for identifying therapeutic targets and creating precision strategies for HCC. Using single-cell RNA sequencin",Research,Cell-Cell Communication; Niche & Microenvironment,,Cancer,high,True,False
39422697,Single-cell characterization of differentiation trajectories and drug resistance features in gastric cancer with peritoneal metastasis.,"Gastric cancer patients with peritoneal metastasis (GCPM) experience a rapidly deteriorating clinical trajectory characterized by therapeutic resistance and dismal survival, particularly following the development of malignant ascites. However, the intricate dynamics within the peritoneal microenvironment (PME) during the treatment process remain largely unknown. Matched samples from primary tumours (PT), peritoneal metastases (PM), and paired pre-treatment and post-chemo/immunotherapy (anti-PD-1",Research,Cell-Cell Communication; Niche & Microenvironment,,Cancer,high,True,False
35709828,Spatial profiling of early primate gastrulation in utero.,"Gastrulation controls the emergence of cellular diversity and axis patterning in the early embryo. In mammals, this transformation is orchestrated by dynamic signalling centres at the interface of embryonic and extraembryonic tissues<sup>1-3</sup>. Elucidating the molecular framework of axis formation in vivo is fundamental for our understanding of human development<sup>4-6</sup> and to advance stem-cell-based regenerative approaches<sup>7</sup>. Here we illuminate early gastrulation of marmoset",Research,Spatial Integration; Spatial Domain Identification,,Developmental Biology,medium,True,False
41476112,Bridging the dimensional gap from planar spatial transcriptomics to 3D cell atlases.,"Spatial transcriptomics (ST) has revolutionized our understanding of tissue architecture, yet constructing comprehensive three-dimensional (3D) cell atlases remains challenging due to technical limitations and high cost. Current approaches typically capture only sparsely sampled two-dimensional sections, leaving substantial gaps that limit our understanding of continuous organ organization. Here, we present SpatialZ, a computational framework that bridges these gaps by generating virtual slices ",Technology,3D Reconstruction; Spatial Integration,,Neuroscience,medium,False,True
39999448,Spatial single-cell proteomics landscape decodes the tumor microenvironmental ecosystem of intrahepatic cholangiocarcinoma.,"The prognoses and therapeutic responses of patients with intrahepatic cholangiocarcinoma (iCCA) depend on spatial interactions among tumor microenvironment (TME) components. However, the spatial TME characteristics of iCCA remain poorly understood. The aim of this study was to generate a comprehensive spatial atlas of iCCA using artificial intelligence-assisted spatial multiomics patterns and to identify spatial features associated with prognosis and immunotherapy. Spatial multiomics, including ",Research,Cell-Cell Communication; Niche & Microenvironment; Image-Based Analysis; Multi-Omics Integration,,Cancer,high,True,False
29130201,Quantifying Gene Expression in Living Cells with Ratiometric Bimolecular Beacons.,"Molecular beacons (MBs), a class of oligonucleotide-based probes, have enabled researchers to study various RNA molecules in their native live-cell contexts. However, it is also increasingly recognized that, when delivered into cells, MBs have the tendency to be sequestered into the nucleus where they may generate false positive signals. In an attempt to overcome this issue, MBs have been synthesized with chemically modified oligonucleotide backbones to confer greater biostability. Alternatively",Protocol,Image-Based Analysis,,,medium,True,False
34541590,Microfluidic single-cell transcriptomics: moving towards multimodal and spatiotemporal omics.,"Cells are the basic units of life with vast heterogeneity. Single-cell transcriptomics unveils cell-to-cell gene expression variabilities, discovers novel cell types, and uncovers the critical roles of cellular heterogeneity in biological processes. The recent advances in microfluidic technologies have greatly accelerated the development of single-cell transcriptomics with regard to throughput, sensitivity, cost, and automation. In this article, we review state-of-the-art microfluidic single-cel",Review,,,,high,False,False
38110427,Pathway centric analysis for single-cell RNA-seq and spatial transcriptomics data with GSDensity.,"Advances in single-cell technology have enabled molecular dissection of heterogeneous biospecimens at unprecedented scales and resolutions. Cluster-centric approaches are widely applied in analyzing single-cell data, however they have limited power in dissecting and interpreting highly heterogenous, dynamically evolving data. Here, we present GSDensity, a graph-modeling approach that allows users to obtain pathway-centric interpretation and dissection of single-cell and spatial transcriptomics (",Technology,Spatially Variable Genes; Spatial Integration,,Cancer,high,False,True
26823385,Comparison of fluorescence in-situ hybridisation with dual-colour in-situ hybridisation for assessment of HER2 gene amplification of breast cancer in Hong Kong.,To compare the PathVysion fluorescence in-situ hybridisation assay with the INFORM HER2 Dual in-situ hybridisation assay on 104 invasive breast cancers with a broad spectrum of immunohistochemistry scores. This case series involved consecutive patients diagnosed with invasive breast carcinoma with equivocal immunohistochemistry score and referred for further HER2 assessment from the departments of Surgery and/or Clinical Oncology of the two hospitals between January 2013 and February 2014. An ad,Benchmark,,,Cancer,medium,True,False
38785552,A Spatial Transcriptomics Browser for Discovering Gene Expression Landscapes across Microscopic Tissue Sections.,"A crucial feature of life is its spatial organization and compartmentalization on the molecular, cellular, and tissue levels. Spatial transcriptomics (ST) technology has opened a new chapter of the sequencing revolution, emerging rapidly with transformative effects across biology. This technique produces extensive and complex sequencing data, raising the need for computational methods for their comprehensive analysis and interpretation. We developed the ST browser web tool for the interactive di",Technology,Cell-Cell Communication; Niche & Microenvironment; Spatial Co-Expression,Visium,Cancer,high,False,True
41072151,The epidermal immune microenvironment plays a central role in the pathogenesis of psoriasis.,"Psoriasis is a chronic immune-mediated skin disease whose inflammation can affect other systems and lead to various comorbidities. As a model inflammatory skin disease, while advances in mechanistic insights and targeted therapies have improved outcomes, unmet clinical needs persist. Modern technologies like single-cell sequencing and spatial transcriptomics reveal that skin immunity operates as a complex network involving neuroregulation, symbiotic microbial immunity, metabolic abnormalities, a",Review,Cell-Cell Communication; Niche & Microenvironment,,Dermatology,medium,False,False
41976025,Pan-Transcriptome Analyses of Multiple Tissues and Growth Stages Create Expression Atlases for the Silkworm <i>Bombyx mori</i>.,"Transcriptome atlases can be used to examine the spatiotemporal dynamics of gene expression, thereby enabling the generation of genome-wide resources for understanding complex biological processes. In the silkworm <i>Bombyx mori</i>, transcriptomes serve as crucial datasets for elucidating the mechanisms underlying economically important traits. In this study, we integrated 832 transcriptome datasets across all developmental stages and tissues and performed whole-genome-scale transcriptome seque",Data Resource,,,Developmental Biology,medium,True,False
40310723,Meningeal-derived retinoic acid regulates neurogenesis via suppression of Notch and Sox2.,"The meninges act as a regulator of brain development by secreting ligands that act on neural cells to regulate neurogenesis and neuronal migration. Meningeal-derived retinoic acid (RA) promotes neocortical neural progenitor cell cycle exit; however, the underlying molecular mechanism is unknown. Here, we used spatial transcriptomics and profiling of retinoic acid receptor α (RARα) DNA binding in Foxc1-mutant embryos that lack meninges-derived signals to identify potential neurogenic transcriptio",Research,,,Neuroscience,medium,True,False
40598307,Automated integration of multi-slice spatial transcriptomics data in 2D and 3D using VR-Omics.,"The field of spatial transcriptomics is rapidly evolving, with increasing sample complexity, resolution, and tissue size. Yet the field lacks comprehensive and intuitive solutions for automated integration and analysis of multi-slice data in either co-planar (2D) or stacked (3D) formation. To address this, we develop VR-Omics, a free, platform-agnostic software that provides end-to-end automated processing of multi-slice data through a biologist-friendly interface. Benchmarking against existing ",Technology,Spatial Integration; 3D Reconstruction; Spatial Preprocessing; Benchmarking & Evaluation,,Cardiovascular,high,False,True
40775545,Multi-omics dissection of CPNE1 reveals its prognostic value and immune-regulatory function in liver cancer.,"Hepatocellular carcinoma (HCC) is known for its high malignancy and poor prognosis. Despite some progress in treatment approaches in recent years, the prognosis of HCC remains unfavorable. CPNE1 (Copine 1), a calcium-dependent phospholipid-binding protein, has been shown to be involved in the development of various cancers. However, the precise role of CPNE1 in HCC and its underlying molecular mechanisms remain unclear. This study aims to elucidate the role of CPNE1 in HCC and investigate its re",Research,Cell-Cell Communication; Niche & Microenvironment; Multi-Omics Integration,,Liver & Hepatology,medium,False,False
41282859,A lifespan transcriptomic atlas of the human prefrontal cortex at single-cell resolution.,"The dorsolateral prefrontal cortex (DLPFC) underpins higher cognitive functions and is highly susceptible to age-related decline. However, a comprehensive, lifespan-resolved map of its cellular and molecular programs has been lacking. Here, we constructed the first single-nucleus transcriptomic atlas of the human DLPFC, spanning the full lifespan, profiling over 1.3 million nuclei from 284 postmortem samples ranging in age from 0-97 years. This unprecedented resource reveals three distinct trans",Research,Spatial Trajectory Inference; Spatially Variable Genes; Spatial Integration,,Neuroscience,high,True,False
40229283,MGAT1-Guided complex N-Glycans on CD73 regulate immune evasion in triple-negative breast cancer.,"Despite the widespread application of immunotherapy, treating immune-cold tumors remains a significant challenge in cancer therapy. Using multiomic spatial analyses and experimental validation, we identify MGAT1, a glycosyltransferase, as a pivotal factor governing tumor immune response. Overexpression of MGAT1 leads to immune evasion due to aberrant elevation of CD73 membrane translocation, which suppresses CD8<sup>+</sup> T cell function, especially in immune-cold triple-negative breast cancer",Research,Multi-Omics Integration; Cell-Cell Communication,,Cancer,medium,True,False
38617262,Seq-Scope Protocol: Repurposing Illumina Sequencing Flow Cells for High-Resolution Spatial Transcriptomics.,"Spatial transcriptomics (ST) technologies represent a significant advance in gene expression studies, aiming to profile the entire transcriptome from a single histological slide. These techniques are designed to overcome the constraints faced by traditional methods such as immunostaining and RNA <i>in situ</i> hybridization, which are capable of analyzing only a few target genes simultaneously. However, the application of ST in histopathological analysis is also limited by several factors, inclu",Protocol,Image-Based Analysis; Spatial Preprocessing,,,medium,False,False
40794429,Urine proteomic signatures of kidney function decline after hospitalization.,"Urine proteomics may provide mechanistic insights on why patients experience a higher risk of kidney function decline after hospitalization. In 174 patients with and without acute kidney injury (AKI) from the Assessment, Serial Evaluation, and Subsequent Sequelae in AKI (ASSESS-AKI) cohort, we used Olink to profile 2783 urinary proteins collected at 3 months after hospitalization and determined their association with estimated glomerular filtration rate (eGFR) decline during median [IQR] of 5.1 ",Research,Multi-Omics Integration; Spatial Integration,,Kidney & Nephrology,medium,False,False
41933187,Benchmarking alignment methods for spatial transcriptomics data.,"Reconstructing the three-dimensional molecular architecture of tissues from two-dimensional spatial transcriptomics slices is a central goal in spatial biology. Spatial alignment, the computational registration of multiple tissue slices using their spatial coordinates and gene expression profiles, provides the foundational framework for this integrative perspective. Although numerous alignment methods have emerged, a comprehensive benchmark to guide their application has been notably absent. Her",Benchmark,Spatial Integration; Benchmarking & Evaluation,,,high,False,False
41715200,High-altitude hypoxia drives dentate gyrus neuronal vulnerability through an IL1α-astrocyte-SLC1A2 pathway.,"High-altitude hypoxia is known to impair cognition, yet the underlying cellular and molecular mechanisms remain insufficiently understood. The hippocampus, especially the dentate gyrus (DG), is highly sensitive to hypoxic stress, but the pathways driving neuronal vulnerability and glial state transitions remain unclear. We combined human cohort cognitive assessments, hypobaric chamber mouse models, and multi-omics profiling, including single-cell and spatial transcriptomics, spatial metabolomics",Research,Cell-Cell Communication; Multi-Omics Integration; Niche & Microenvironment,,Neuroscience,high,True,False
27769872,Primary epithelioid sarcoma of the kidney and adrenal gland: report of 2 cases with immunohistochemical and molecular cytogenetic studies.,"Epithelioid sarcoma (ES) is a malignant mesenchymal neoplasm with some morphologic or immunophenotypic evidence of epithelial differentiation. The ""classic"" subtype occurs in younger patients, often in distal extremities as compared with the ""proximal"" type. Tumors of the proximal type primarily arising in solid organs are rare with only few case reports in the literature. We report 2 cases of primary ES in the kidney of a 27-year-old woman and the adrenal gland of a 73-year-old man. Clinical ex",Research,,,Cancer,high,True,False
40934086,Next-gen tools in cancer neuroscience.,"The emerging field of cancer neuroscience is rapidly evolving, driven by novel technologies and tools. These include advances in single-cell and spatial transcriptomics; genetic mouse models paired with automated high-throughput; and innovative optical electrophysiological approaches, optogenetics, chemogenetics, engineered viruses, and new methods for visualizing neuronal activity. Collectively, these technologies are revolutionizing how we investigate, manipulate, and characterize distinct com",Review,,,Cancer,medium,False,False
37868034,Molecular signature incorporating the immune microenvironment enhances thyroid cancer outcome prediction.,"Genomic and transcriptomic analysis has furthered our understanding of many tumors. Yet, thyroid cancer management is largely guided by staging and histology, with few molecular prognostic and treatment biomarkers. Here, we utilize a large cohort of 251 patients with 312 samples from two tertiary medical centers and perform DNA/RNA sequencing, spatial transcriptomics, and multiplex immunofluorescence to identify biomarkers of aggressive thyroid malignancy. We identify high-risk mutations and dis",Research,Niche & Microenvironment; Multi-Omics Integration; Image-Based Analysis,,Cancer,high,True,False
42105629,Mechanistic analysis of an IRF7-dependent pathway in virus-induced fibrosis in chronic lung allograft dysfunction.,"Chronic lung allograft dysfunction (CLAD) significantly limits long-term survival of lung transplant recipients, with viral infections acting as critical contributors to its pathogenesis. The mechanisms linking viral infections to CLAD-associated airway fibrosis remain incompletely understood. This study investigates the role of the type I interferon (IFN) master regulator IRF7 in virus-induced airway fibrogenesis. CLAD (Bronchiolitis obliterans syndrome (BOS)), Stable LTx, and non-transplanted ",Research,,GeoMx,Lung & Respiratory,high,True,False
40880169,PD-1-Ab therapeutic hypothyroidism associated with decreased of peripheral blood CD4<sup>+</sup>T cells and addressed prophylactic medication of thyroxine administration.,"Immune checkpoint inhibitor PD-1 antibody (PD-1-Ab) has arisen the increasing clinical prevalence of immune-related adverse events (irAEs) such as hypothyroidism. Hypothyroidism is the common irAEs, but the mechanism of such immunological pathogenesis was still unclear. We have developed a unique hypothyroidism mice model induced by mimicking clinical exposure to PD-1-Ab. Then we analyzed the immune cell phenotypes in the peripheral blood of mouse models by flow cytometry and further verified in",Research,,,Immunology,medium,True,False
40924502,Bcl6 expression is associated with a distinct immune landscape and spatial transcriptome in COVID-19.,"The regulation of follicular (F) and germinal center (GC) immune reactivity in human lymph nodes (LNs), particularly during the acute stages of viral infection, remains poorly understood. We have analyzed lung-draining lymph nodes (LD-LNs) from COVID-19 autopsies using multiplex imaging and spatial transcriptomics to examine the immune landscape with respect to follicular immune reactivity. We identified 3 groups of donors based on the Bcl6 prevalence of their reactive follicles (RFs): RF-Bcl6no",Research,Spatial Domain Identification; Cell-Type Deconvolution; Spatially Variable Genes; Niche & Microenvironment,,Infectious Disease,medium,True,False
29484595,Quantitative Super-Resolution Imaging of Small RNAs in Bacterial Cells.,"We present a method for the quantification of small regulatory RNAs (sRNAs) in bacteria, by combining single-molecule fluorescence in situ hybridization (smFISH), super-resolved single-fluorophore microscopy, and clustering analysis. Compared to smFISH imaging with diffraction-limited fluorescence microscopy, our method provides better quantification for short and abundant RNA (such as sRNAs) in a small volume of bacterial cells. Our method can also be directly used for the quantification of mes",Technology,Image-Based Analysis,,,medium,True,False
37848426,NeST: nested hierarchical structure identification in spatial transcriptomic data.,"Spatial gene expression in tissue is characterized by regions in which particular genes are enriched or depleted. Frequently, these regions contain nested inside them subregions with distinct expression patterns. Segmentation methods in spatial transcriptomic (ST) data extract disjoint regions maximizing similarity over the greatest number of genes, typically on a particular spatial scale, thus lacking the ability to find region-within-region structure. We present NeST, which extracts spatial st",Technology,Spatial Co-Expression; Cell-Cell Communication; Spatial Domain Identification,,,medium,False,True
